ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Djibouti,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Enquête Djiboutienne auprès des Ménages,2017,0.24,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,12.7,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,12.72,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,12.38,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,12.1,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,11.9,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,11.96,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,11.88,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,11.5,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,11.39,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,10.96,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,11.26,,,Repository: Eurostat special tabulation
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2015,9.86,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers (although not measured separately)
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2016,10.19,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers (although not measured separately)
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2017,10.02,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers (although not measured separately)
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2018,9.87,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers (although not measured separately)
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2019,10.09,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers (although not measured separately)
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2020,10.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers (although not measured separately)
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2010,10.79,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2011,10.47,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2012,10.59,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2013,10.14,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2014,10.03,,,Repository: ILO-STATISTICS - Micro data processing
Algeria,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi auprès des Ménages,2014,11.32,,,Data reference period: September
Algeria,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Enquête Emploi auprès des Ménages,2017,10.72,,,Data reference period: September
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2010,11.15,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2011,10.67,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2012,10.43,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2013,10.79,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2014,10.81,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2015,11,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2016,10.77,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2017,10.81,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2018,10.93,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2019,10.26,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2020,9.49,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2010,12.09,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2011,9.82,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2012,11.1,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2013,10.72,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2014,11.14,,,
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2015,11.22,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2016,11.43,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2017,11.99,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2018,12.48,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Sample Survey,2019,12.95,,,Repository: ILO-STATISTICS - Micro data processing
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,12.85,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,12.75,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,12.61,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,12.36,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,12.35,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,12.45,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,12.45,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,12.71,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,12.65,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,12.61,,,Repository: Eurostat special tabulation
Spain,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,12.66,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,18.78,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,19.74,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,18.78,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,18.74,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,18.25,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,18.82,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,18.72,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,18.96,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,18.63,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,18.05,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,18.07,,,Repository: Eurostat special tabulation
Ethiopia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - National Labor Force Survey,2013,5.12,,,Repository: ILO-STATISTICS - Micro data processing
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,14.79,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,14.54,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,14.37,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,14.26,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,13.54,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,13.47,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,13.37,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,13.18,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,13.27,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,12.81,,,Repository: Eurostat special tabulation
Finland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,13.03,,,Repository: Eurostat special tabulation
Fiji,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Employment, Unemployment Survey",2011,9.3,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Employment, Unemployment Survey",2014,6.85,,,
Fiji,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),"LFS - Employment, Unemployment Survey",2016,5.64,,,Repository: ILO-STATISTICS - Micro data processing
Falkland Islands (Malvinas),SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),PC - Population Census,2012,1.56,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 65 years old
Falkland Islands (Malvinas),SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),PC - Population Census,2016,0,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,13.11,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,13.17,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,12.8,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,12.47,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,12.14,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,12.18,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,12.14,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,12.2,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,11.68,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,11.77,,,Repository: Eurostat special tabulation
France,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,11.48,,,Repository: Eurostat special tabulation
"Micronesia, Federated States of",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Household Income and Expenditure Survey,2014,2.35,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,9.84,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,9.76,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,9.8,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,9.75,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,9.81,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,9.59,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,9.47,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,9.15,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,8.94,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,9.14,,,Repository: Eurostat special tabulation
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,5.91,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,6.21,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,5.8,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,8.08,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Integrated Household Survey,2010,5.27,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Integrated Household Survey,2011,5.17,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Integrated Household Survey,2012,5.19,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Integrated Household Survey,2013,5.26,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Integrated Household Survey,2014,5.24,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Integrated Household Survey,2015,5.03,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Integrated Household Survey,2016,5.36,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,14,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Living Standards Survey,2013,8.86,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Living Standards Survey,2017,13.69,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Ghana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),PC - Population Census,2010,10.69,,,Repository: ILO-STATISTICS - Micro data processing
Gambia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,9.36,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Gambia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,2.32,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,10.67,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,10.11,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,9.51,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,9.24,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,8.95,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,9.26,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,9.46,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,9.55,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,9.35,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,9.64,,,Repository: Eurostat special tabulation
Greece,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,9.58,,,Repository: Eurostat special tabulation
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2010,15.73,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2011,14.23,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2012,13.4,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2013,11.74,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2014,13.97,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2015,12.82,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2016,13.49,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2017,12.73,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2018,12.76,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo e Ingresos,2019,11.65,,,Repository: ILO-STATISTICS - Micro data processing
Guyana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,10.85,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2010,3.82,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2011,3.72,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2012,3.65,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2013,3.39,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2014,3.47,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2015,3.01,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2016,3.11,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2017,2.91,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2018,2.67,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2019,2.69,,,Repository: ILO-STATISTICS - Micro data processing
"Hong Kong, China",SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - General Household Survey,2020,2.82,,,Repository: ILO-STATISTICS - Micro data processing
Honduras,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2010,12.85,,,Repository: ILO-STATISTICS - Micro data processing
